date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:43:40	68055/68055	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Oct%202023%2020:43:33%20GMT	http://localhost:8000/wp-json/wp/v2/pages/205	localhost_8000/wp-json/wp/v2/pages/205.json	(from http://localhost:8000/)
23:43:44	17928/17928	---M--	200	added ('OK')	image/png	etag:%224608-6072cbe324c14%22	http://localhost:8000/wp-content/uploads/2023/10/cropped-GBS-Logo-e1696570701961-192x192.png	localhost_8000/wp-content/uploads/2023/10/cropped-GBS-Logo-e1696570701961-192x192.png	(from http://localhost:8000/)
23:43:44	16490/16490	---M--	200	added ('OK')	image/png	etag:%22406a-6072cbe32c227%22	http://localhost:8000/wp-content/uploads/2023/10/cropped-GBS-Logo-e1696570701961-180x180.png	localhost_8000/wp-content/uploads/2023/10/cropped-GBS-Logo-e1696570701961-180x180.png	(from http://localhost:8000/)
23:43:45	183310/183310	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Oct%202023%2020:43:44%20GMT	http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/	localhost_8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/index.html	(from http://localhost:8000/)
23:43:49	85418/85418	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2008%20Oct%202023%2020:43:41%20GMT	http://localhost:8000/styles.css	localhost_8000/styles.13.delayed	(from http://localhost:8000/)
23:44:03	62197/62197	---M--	200	added ('OK')	image/jpeg	etag:%22f2f5-60730e31cd963%22	http://localhost:8000/wp-content/uploads/2023/10/a6ea5b94-4e6f-4e90-a474-2c8f9cb19351-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/a6ea5b94-4e6f-4e90-a474-2c8f9cb19351-768x576.jpg	(from http://localhost:8000/)
23:44:03	50294/50294	---M--	200	added ('OK')	image/jpeg	etag:%22c476-60730e3269942%22	http://localhost:8000/wp-content/uploads/2023/10/20d97133-e070-4cae-99a0-6ca3ad2675c3-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/20d97133-e070-4cae-99a0-6ca3ad2675c3-768x576.jpg	(from http://localhost:8000/)
23:44:05	59076/59076	---M--	200	added ('OK')	image/jpeg	etag:%22e6c4-60730e330889e%22	http://localhost:8000/wp-content/uploads/2023/10/91b9d020-2423-4677-92b1-d2d7aefd447d-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/91b9d020-2423-4677-92b1-d2d7aefd447d-768x576.jpg	(from http://localhost:8000/)
23:44:05	204328/204328	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Oct%202023%2020:43:34%20GMT	http://localhost:8000/wp-json/	localhost_8000/wp-json/index.html	(from http://localhost:8000/)
23:44:15	66165/66165	---M--	200	added ('OK')	image/jpeg	etag:%2210275-60730e33616bf%22	http://localhost:8000/wp-content/uploads/2023/10/4fdcdedf-69e9-45d7-8670-45424c23f85c-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/4fdcdedf-69e9-45d7-8670-45424c23f85c-768x576.jpg	(from http://localhost:8000/)
23:44:15	58865/58865	---M--	200	added ('OK')	image/jpeg	etag:%22e5f1-60730e34b1d92%22	http://localhost:8000/wp-content/uploads/2023/10/a45f4ac5-2577-40bf-9331-023984c5537a-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/a45f4ac5-2577-40bf-9331-023984c5537a-768x576.jpg	(from http://localhost:8000/)
23:44:17	66681/66681	---M--	200	added ('OK')	image/jpeg	etag:%2210479-60730e341a979%22	http://localhost:8000/wp-content/uploads/2023/10/86d27e34-4b89-462b-a3f3-493a81f5f619-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/86d27e34-4b89-462b-a3f3-493a81f5f619-768x576.jpg	(from http://localhost:8000/)
23:44:17	53586/53586	---M--	200	added ('OK')	image/jpeg	etag:%22d152-60730e351bd42%22	http://localhost:8000/wp-content/uploads/2023/10/c1d344d3-ee1b-42b7-9501-f7c31db16505-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/c1d344d3-ee1b-42b7-9501-f7c31db16505-768x576.jpg	(from http://localhost:8000/)
23:44:19	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-60705a90bf58e-gzip%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.4	localhost_8000/wp-content/plugins/elementor/assets/lib/animations/animations.minafc7.css	(from http://localhost:8000/)
23:44:21	57726/57726	---M--	200	added ('OK')	image/jpeg	etag:%22e17e-60730e35af156%22	http://localhost:8000/wp-content/uploads/2023/10/1e059207-09dd-4ee1-98ca-17dddbf669e4-768x576.jpg	localhost_8000/wp-content/uploads/2023/10/1e059207-09dd-4ee1-98ca-17dddbf669e4-768x576.jpg	(from http://localhost:8000/)
23:44:21	20638/20638	---M-Z	200	added ('OK')	application/javascript	etag:%22509e-607059badb162-gzip%22	http://localhost:8000/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.3.1	localhost_8000/wp-content/themes/astra/assets/js/minified/frontend.min5b31.js	(from http://localhost:8000/)
23:44:21	4997/4997	---M-Z	200	added ('OK')	application/javascript	etag:%221385-60705a90be75d-gzip%22	http://localhost:8000/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.4	localhost_8000/wp-content/plugins/elementor/assets/js/webpack.runtime.minafc7.js	(from http://localhost:8000/)
23:44:25	87482/87482	---M-Z	200	added ('OK')	application/javascript	etag:%22155ba-5fc971b7d21c0-gzip%22	http://localhost:8000/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	localhost_8000/wp-includes/js/jquery/jquery.min3088.js	(from http://localhost:8000/)
23:44:25	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100-gzip%22	http://localhost:8000/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	localhost_8000/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8000/)
23:44:27	58860/58860	---M-Z	200	added ('OK')	application/javascript	etag:%22e5ec-60705a90a83b9-gzip%22	http://localhost:8000/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.4	localhost_8000/wp-content/plugins/elementor/assets/js/frontend-modules.minafc7.js	(from http://localhost:8000/)
23:44:27	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%222fa6-60705a90d9eb7-gzip%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	localhost_8000/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost:8000/)
23:44:27	21438/21438	---M-Z	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400-gzip%22	http://localhost:8000/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	localhost_8000/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost:8000/)
23:44:27	40436/40436	---M-Z	200	added ('OK')	application/javascript	etag:%229df4-60705a90a7b40-gzip%22	http://localhost:8000/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.4	localhost_8000/wp-content/plugins/elementor/assets/js/frontend.minafc7.js	(from http://localhost:8000/)
23:44:29	18833/18833	---M-Z	200	added ('OK')	application/javascript	etag:%224991-5e9aa27ccd240-gzip%22	http://localhost:8000/wp-includes/js/underscore.min.js?ver=1.13.4	localhost_8000/wp-includes/js/underscore.mind584.js	(from http://localhost:8000/)
23:44:29	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%22592-5e913c0b08e80-gzip%22	http://localhost:8000/wp-includes/js/wp-util.min.js?ver=6.3.1	localhost_8000/wp-includes/js/wp-util.min9b30.js	(from http://localhost:8000/)
23:44:30	771/771	---M-Z	200	added ('OK')	application/javascript	etag:%22303-60705a99c3ffe-gzip%22	http://localhost:8000/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.4	localhost_8000/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min29af.js	(from http://localhost:8000/)
23:44:50	94720/94720	---M--	200	added ('OK')	font/woff2	etag:%2217200-60705a90c4248%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	localhost_8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:44:51	322806/322806	---M--	200	added ('OK')	image/svg+xml	etag:%224ecf6-60705a90c3309%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	localhost_8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:44:56	116044/116044	---M--	200	added ('OK')	font/woff	etag:%221c54c-60705a90c3e41%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	localhost_8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:45:04	214608/214608	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2234650-60705a90c2b4e%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	localhost_8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:45:10	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-60705a90d011e%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:13	214448/214448	---M--	200	added ('OK')	font/ttf	etag:%22345b0-60705a90c39f8%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	localhost_8000/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
23:45:17	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-60705a90cf559%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:17	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60705a90ce43c%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:21	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-60705a90cfe9d%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:25	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60705a90d03e7%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:27	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-60705a90d0f27%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:30	16276/16276	---M--	200	added ('OK')	font/woff	etag:%223f94-60705a90d0d19%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:34	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60705a90d03e7%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:35	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%2220b98-60705a90cfb77%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:35	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-60705a90d082a%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:37	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2283c8-60705a90d0ad8%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:41	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60705a90ce43c%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:45:55	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-60705a90d368b%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:00	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-60705a90d33db%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:03	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-60705a90d2760%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:13	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-60705a90d1636%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:15	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-60705a90d1636%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:19	17427/17427	---M--	200	added ('OK')	image/png	etag:%224413-60705aa10060e%22	http://localhost:8000/wp-content/uploads/2020/11/bg-05-free-img.png	localhost_8000/wp-content/uploads/2020/11/bg-05-free-img.png	(from http://localhost:8000/wp-content/uploads/elementor/css/post-205.css?ver=1696786955)
23:46:27	123833/123833	---M--	200	added ('OK')	image/jpeg	etag:%221e3b9-6071ef47e66f0%22	http://localhost:8000/wp-content/uploads/2023/10/01.jpg	localhost_8000/wp-content/uploads/2023/10/01.jpg	(from http://localhost:8000/wp-content/uploads/elementor/css/post-205.css?ver=1696786955)
23:46:33	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-60705a90d304a%22	http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	localhost_8000/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost:8000/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
23:46:35	8866/8866	---M-Z	200	added ('OK')	text/css	etag:%2222a2-6073a879368a7-gzip%22	http://localhost:8000/wp-content/uploads/elementor/css/post-206.css?ver=1696797824	localhost_8000/wp-content/uploads/elementor/css/post-206dda0.css	(from http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/)
23:46:41	112717/112717	---M--	200	added ('OK')	image/jpeg	etag:%221b84d-6071f267606e0%22	http://localhost:8000/wp-content/uploads/2023/10/ecbd914a-71bc-4e65-b5a6-aeae8d6f4f13.jpg	localhost_8000/wp-content/uploads/2023/10/ecbd914a-71bc-4e65-b5a6-aeae8d6f4f13.jpg	(from http://localhost:8000/wp-content/uploads/elementor/css/post-205.css?ver=1696786955)
23:46:44	2726/2726	---M--	200	added ('OK')	application/json	date:Sun,%2008%20Oct%202023%2020:46:41%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2F%25d9%2585%25d8%25b9%25d8%25b1%25d8%25b6-%25d8%25a7%25d9%2584%25d8%25b5%25d9%2588%25d8%25b1%2F	localhost_8000/wp-json/oembed/1.0/embed1093.json	(from http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/)
23:46:45	157410/157410	---M--	200	added ('OK')	image/jpeg	etag:%22266e2-6071f34027be3%22	http://localhost:8000/wp-content/uploads/2023/10/f10dadcc-b229-4915-b6c5-88f194794d52.jpg	localhost_8000/wp-content/uploads/2023/10/f10dadcc-b229-4915-b6c5-88f194794d52.jpg	(from http://localhost:8000/wp-content/uploads/elementor/css/post-205.css?ver=1696786955)
23:46:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Oct%202023%2020:46:45%20GMT	http://localhost:8000/?p=206	localhost_8000/index1e11.html	(from http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/)
23:46:46	2837/2837	---M-Z	200	added ('OK')	text/xml	date:Sun,%2008%20Oct%202023%2020:46:44%20GMT	http://localhost:8000/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8000%2F%25d9%2585%25d8%25b9%25d8%25b1%25d8%25b6-%25d8%25a7%25d9%2584%25d8%25b5%25d9%2588%25d8%25b1%2F&format=xml	localhost_8000/wp-json/oembed/1.0/embed9447	(from http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/)
23:46:52	131143/131143	---M--	200	added ('OK')	image/jpeg	etag:%2220047-6071f330fab51%22	http://localhost:8000/wp-content/uploads/2023/10/7b781279-cea9-455d-b34a-99e9b089a494.jpg	localhost_8000/wp-content/uploads/2023/10/7b781279-cea9-455d-b34a-99e9b089a494.jpg	(from http://localhost:8000/wp-content/uploads/elementor/css/post-205.css?ver=1696786955)
23:46:53	88064/88064	---MC-	200	added ('OK')	application/json	date:Sun,%2008%20Oct%202023%2020:46:35%20GMT	http://localhost:8000/wp-json/wp/v2/pages/206	localhost_8000/wp-json/wp/v2/pages/206.json	(from http://localhost:8000/%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b5%d9%88%d8%b1/)
